timestamp,total_pss_mb,total_rss_mb,procs,claude_procs,claude_mb,exthost_mb,renderer_mb,tsserver_mb,langserver_mb,gpu_mb,main_mb,other_mb,top_role,top_pid,top_mb
2026-08-11T23:08:11-04:00,8790,11525,31,8,2155,1143,4484,467,280,83,152,21,renderer,3369519,3914
2026-08-11T23:09:12-04:00,8699,11433,31,8,2154,1118,4467,422,280,83,150,21,renderer,3369519,3902
2026-08-11T23:10:12-04:00,8688,11422,31,8,2148,1119,4477,405,280,82,150,21,renderer,3369519,3907
2026-08-11T23:11:13-04:00,8683,11417,31,8,2141,1120,4479,405,280,82,151,21,renderer,3369519,3906
2026-08-11T23:12:13-04:00,8655,11390,31,8,2151,1121,4441,404,280,82,150,21,renderer,3369519,3870
2026-08-11T23:13:13-04:00,8776,11511,31,8,2167,1143,4516,410,281,83,151,21,renderer,3369519,3933
2026-08-11T23:14:14-04:00,8798,11533,31,8,2174,1106,4514,465,281,82,152,21,renderer,3369519,3933
2026-08-11T23:15:14-04:00,8780,11516,31,8,2190,1103,4484,464,281,83,151,21,renderer,3369519,3875
2026-08-11T23:16:15-04:00,8717,11452,31,8,2158,1101,4454,464,281,83,151,21,renderer,3369519,3888
2026-08-11T23:17:15-04:00,8716,11451,31,8,2163,1099,4451,464,281,82,152,21,renderer,3369519,3881
2026-08-11T23:18:15-04:00,8820,11555,31,8,2170,1124,4520,464,281,84,152,21,renderer,3369519,3948
2026-08-11T23:19:16-04:00,8848,11582,31,8,2176,1127,4542,464,281,83,151,21,renderer,3369519,3961
2026-08-11T23:20:16-04:00,8967,11701,31,8,2183,1128,4585,533,280,83,151,21,renderer,3369519,4004
2026-08-11T23:21:17-04:00,8936,11671,31,8,2161,1129,4576,533,280,82,151,21,renderer,3369519,3993
2026-08-11T23:22:17-04:00,8934,11668,31,8,2161,1128,4575,533,280,82,151,21,renderer,3369519,3992
2026-08-11T23:23:18-04:00,8915,11650,31,8,2161,1124,4559,533,280,82,151,21,renderer,3369519,3992
2026-08-11T23:24:18-04:00,8917,11652,31,8,2161,1126,4559,533,280,82,152,21,renderer,3369519,3992
2026-08-11T23:25:19-04:00,8906,11640,31,8,2151,1125,4559,533,280,82,151,21,renderer,3369519,3992
2026-08-11T23:26:19-04:00,8906,11641,31,8,2151,1125,4559,533,280,82,151,21,renderer,3369519,3992
2026-08-11T23:27:19-04:00,8906,11641,31,8,2151,1126,4558,533,280,82,151,21,renderer,3369519,3992
2026-08-11T23:28:20-04:00,8905,11640,31,8,2151,1126,4558,533,280,82,151,21,renderer,3369519,3992
2026-08-11T23:29:20-04:00,8905,11641,31,8,2151,1126,4558,533,280,81,151,21,renderer,3369519,3993
2026-08-11T23:30:20-04:00,8903,11638,31,8,2151,1123,4559,533,280,81,151,21,renderer,3369519,3993
2026-08-11T23:31:21-04:00,8904,11639,31,8,2151,1124,4559,533,280,81,150,21,renderer,3369519,3993
2026-08-11T23:32:21-04:00,8905,11640,31,8,2151,1124,4560,533,280,81,150,21,renderer,3369519,3994
2026-08-11T23:33:22-04:00,8905,11640,31,8,2151,1125,4559,533,280,81,151,21,renderer,3369519,3994
2026-08-11T23:34:22-04:00,8906,11641,31,8,2151,1125,4560,533,280,81,151,21,renderer,3369519,3995
2026-08-11T23:35:22-04:00,8907,11642,31,8,2151,1124,4561,533,280,81,151,21,renderer,3369519,3995
2026-08-11T23:36:23-04:00,8907,11642,31,8,2151,1125,4561,533,280,81,150,21,renderer,3369519,3996
2026-08-11T23:37:23-04:00,8906,11642,31,8,2149,1126,4562,533,280,81,151,21,renderer,3369519,3996
2026-08-11T23:38:23-04:00,8908,11643,31,8,2149,1126,4563,533,280,81,151,21,renderer,3369519,3997
2026-08-11T23:39:24-04:00,8906,11641,31,8,2149,1124,4562,533,280,81,151,21,renderer,3369519,3997
2026-08-11T23:40:24-04:00,8921,11656,31,8,2166,1147,4536,533,280,83,152,21,renderer,3369519,3978
